direction,cumulative_quantity,fill_quantity,ce_quantity,ce_price,cash,in_market_quantity,ce_profit,excess_profit,period,group,block,format,gross_profits_norm,order_num,order_price_low,order_price_high,order_quantity,order_rate,order_price_low_initial,order_price_high_initial,order_quantity_initial,max_quantity/rate_orders_sell,max_quantity/rate_orders_buy,rational_shares,no_trans,order_rate_initial
buy,722.7537052275417,775.15,1100.0,14.0,4369.1,1100,2400.0,1969.1,1,7,1,Flow60,1.8204583333333335,11,2.1818181818181817,11.090909090909092,213.63636363636363,43.36363636363637,3.2,12.4,220.0,0,0,1495.52,16.0,39.0
sell,722.7537052275417,757.71,1100.0,14.0,5646.02,1100,9300.0,-3653.98,1,7,1,Flow60,0.6070989247311829,12,11.916666666666666,15.416666666666666,145.83333333333334,32.416666666666664,8.0,12.0,250.0,0,0,1495.52,16.0,29.5
buy,1057.0664761046005,1078.3400000000001,1100.0,14.0,7001.9,1100,2400.0,4601.9,2,7,1,Flow60,2.9174583333333333,17,2.1176470588235294,9.705882352941176,127.70588235294117,34.11764705882353,3.25,12.25,200.0,0,1,1837.4000000000024,11.0,40.25
sell,1057.0664761046005,1075.9,1100.0,14.0,3606.9,1100,9300.0,-5693.1,2,7,1,Flow60,0.38783870967741935,9,9.0,12.777777777777779,177.77777777777777,31.77777777777778,8.0,13.0,233.33333333333334,0,1,1837.4000000000024,11.0,34.0
buy,,1065.44,1100.0,14.0,7138.23,1100,2400.0,4738.23,3,7,1,Flow60,2.9742625,22,2.909090909090909,10.363636363636363,188.45454545454547,32.77272727272727,2.0,10.4,240.0,2,2,1686.7799999999993,17.0,37.6
sell,,1033.73,1100.0,14.0,3410.3599999999997,1100,9300.0,-5889.639999999999,3,7,1,Flow60,0.366705376344086,13,10.461538461538462,14.23076923076923,153.92307692307693,31.0,10.333333333333334,14.666666666666666,233.33333333333334,2,2,1686.7799999999993,17.0,32.333333333333336
buy,,916.56,1100.0,14.0,6423.629999999999,1100,2400.0,4023.63,4,7,1,Flow60,2.6765125,18,2.888888888888889,9.61111111111111,135.88888888888889,40.0,3.25,11.25,250.0,0,2,1675.9199999999998,38.0,42.75
sell,,900.0,1100.0,14.0,4457.84,1100,9300.0,-4842.16,4,7,1,Flow60,0.47933763440860216,6,10.5,15.0,183.33333333333334,36.5,6.5,13.0,350.0,0,2,1675.9199999999998,38.0,34.5
buy,991.3195972253527,1020.69,1200.0,6.0,6828.43,1200,8800.0,-1971.57,5,7,2,Flow60,0.7759579545454546,17,2.0,7.0588235294117645,136.76470588235293,39.705882352941174,2.25,8.75,250.0,1,2,1956.4599999999982,12.0,41.75
sell,991.3195972253527,1023.39,1200.0,6.0,2816.64,1200,1900.0,916.6399999999999,5,7,2,Flow60,1.4824421052631578,7,6.0,10.714285714285714,220.42857142857142,41.57142857142857,7.0,13.0,300.0,1,2,1956.4599999999982,12.0,35.333333333333336
buy,1010.8175045647328,1056.87,1200.0,6.0,7100.0599999999995,1200,8800.0,-1699.94,6,7,2,Flow60,0.8068249999999999,12,2.5833333333333335,6.416666666666667,250.0,37.583333333333336,2.75,7.75,203.5,2,1,2034.6899999999964,10.0,41.75
sell,1010.8175045647328,1036.1799999999998,1200.0,6.0,2694.66,1200,1900.0,794.66,6,7,2,Flow60,1.4182421052631577,10,9.2,13.0,239.0,30.7,7.5,14.0,400.0,2,1,2034.6899999999964,10.0,34.5
buy,1179.9031003621947,1058.47,1200.0,6.0,7130.76,1200,8800.0,-1669.2399999999998,7,7,2,Flow60,0.8103136363636364,8,3.125,6.875,237.5,33.875,4.333333333333333,8.0,233.33333333333334,3,2,2186.1499999999983,13.0,43.333333333333336
sell,1179.9031003621947,1019.7,1200.0,6.0,2715.93,1200,1900.0,815.93,7,7,2,Flow60,1.429436842105263,8,5.625,11.25,243.5,42.375,6.333333333333333,11.0,300.0,3,2,2186.1499999999983,13.0,42.0
buy,1156.5716903943098,1213.98,1200.0,6.0,8177.33,1200,8800.0,-622.6699999999996,8,7,2,Flow60,0.9292420454545455,7,2.0,6.428571428571429,271.42857142857144,39.857142857142854,2.3333333333333335,7.333333333333333,300.0,0,2,2315.650000000002,16.0,46.333333333333336
sell,1156.5716903943098,1180.9,1200.0,6.0,2144.68,1200,1900.0,244.67999999999995,8,7,2,Flow60,1.1287789473684209,11,4.818181818181818,8.818181818181818,136.54545454545453,30.272727272727273,6.333333333333333,12.0,200.0,0,2,2315.650000000002,16.0,43.666666666666664
buy,1107.5299380801057,1180.01,1500.0,9.0,7731.2,1500,6900.0,831.1999999999999,9,7,3,Flow60,1.120463768115942,13,3.4615384615384617,7.461538461538462,207.84615384615384,31.23076923076923,5.5,11.0,200.0,0,1,1981.7499999999977,12.0,51.5
sell,1107.5299380801057,1160.96,1500.0,9.0,3500.46,1500,6300.0,-2799.54,9,7,3,Flow60,0.5556285714285715,6,5.666666666666667,12.5,200.0,38.833333333333336,7.0,14.666666666666666,233.33333333333334,0,1,1981.7499999999977,12.0,33.0
buy,1323.1700145110492,1397.38,1500.0,9.0,6352.2,1500,6900.0,-547.8,10,7,3,Flow60,0.9206086956521738,12,4.083333333333333,7.416666666666667,243.33333333333334,33.416666666666664,4.333333333333333,9.333333333333334,366.6666666666667,3,1,2700.9199999999996,21.0,43.0
sell,1323.1700145110492,1359.0,1500.0,9.0,5701.84,1500,6300.0,-598.1600000000001,10,7,3,Flow60,0.9050539682539682,12,9.75,14.333333333333334,140.0,35.833333333333336,6.5,17.0,300.0,3,1,2700.9199999999996,21.0,34.5
buy,1366.6114046759799,1427.78,1500.0,9.0,7262.96,1500,6900.0,362.96000000000004,11,7,3,Flow60,1.0526028985507248,13,4.538461538461538,7.846153846153846,203.30769230769232,34.84615384615385,4.25,9.25,375.0,4,1,2516.6200000000017,11.0,46.25
sell,1366.6114046759799,1412.48,1500.0,9.0,5170.2699999999995,1500,6300.0,-1129.73,11,7,3,Flow60,0.8206777777777777,10,8.0,11.8,180.0,46.4,7.666666666666667,13.333333333333334,233.33333333333334,4,1,2516.6200000000017,11.0,43.0
buy,1399.881096054774,1279.02,1500.0,9.0,7598.280000000001,1500,6900.0,698.2800000000002,12,7,3,Flow60,1.1012000000000002,14,5.214285714285714,9.428571428571429,199.21428571428572,41.92857142857143,5.25,9.0,300.0,2,3,2484.870000000007,32.0,48.25
sell,1399.881096054774,1324.25,1500.0,9.0,5119.99,1500,6300.0,-1180.0100000000002,12,7,3,Flow60,0.8126968253968254,11,6.636363636363637,11.636363636363637,191.36363636363637,40.81818181818182,7.333333333333333,11.666666666666666,233.33333333333334,2,3,2484.870000000007,32.0,45.666666666666664
buy,957.1985438503277,1036.89,1200.0,6.0,6642.71,1200,8800.0,-2157.29,13,7,4,Flow60,0.7548534090909091,12,3.9166666666666665,7.5,219.16666666666666,46.666666666666664,5.666666666666667,9.333333333333334,180.0,3,5,1923.8999999999955,12.0,46.0
sell,957.1985438503277,998.82,1200.0,6.0,3425.2799999999997,1200,1900.0,1525.28,13,7,4,Flow60,1.8027789473684208,11,7.363636363636363,12.090909090909092,151.45454545454547,44.72727272727273,7.333333333333333,12.666666666666666,233.33333333333334,3,5,1923.8999999999955,12.0,44.0
buy,1050.9245345447232,1184.58,1200.0,6.0,6939.83,1200,8800.0,-1860.17,14,7,4,Flow60,0.7886170454545455,8,2.875,6.5,277.875,46.25,2.3333333333333335,7.0,300.0,2,3,2194.0399999999945,25.0,56.666666666666664
sell,1050.9245345447232,1122.0,1200.0,6.0,3436.74,1200,1900.0,1536.7399999999998,14,7,4,Flow60,1.8088105263157894,11,5.636363636363637,10.363636363636363,233.0,40.45454545454545,,,,2,3,2194.0399999999945,25.0,
buy,1251.3017566386736,1293.48,1200.0,6.0,7059.15,1200,8800.0,-1740.8500000000001,15,7,4,Flow60,0.8021761363636363,8,3.375,7.0,237.5,38.75,3.75,7.5,325.0,1,3,2527.800000000001,12.0,52.25
sell,1251.3017566386736,1277.3600000000001,1200.0,6.0,3499.91,1200,1900.0,1599.9099999999999,15,7,4,Flow60,1.842057894736842,12,7.083333333333333,11.0,159.41666666666666,35.75,7.0,11.0,266.6666666666667,1,3,2527.800000000001,12.0,34.0
buy,1181.7339749476505,1229.14,1200.0,6.0,7419.31,1200,8800.0,-1380.69,16,7,4,Flow60,0.8431034090909091,7,2.5714285714285716,6.714285714285714,271.42857142857144,37.285714285714285,2.6666666666666665,7.333333333333333,400.0,2,2,2400.2899999999972,15.0,52.0
sell,1181.7339749476505,1234.7,1200.0,6.0,3194.15,1200,1900.0,1294.15,16,7,4,Flow60,1.6811315789473684,11,7.0,10.181818181818182,163.63636363636363,38.36363636363637,4.75,9.75,225.0,2,2,2400.2899999999972,15.0,29.25
buy,964.9014446827262,912.58,1100.0,14.0,7491.0599999999995,1100,2400.0,5091.0599999999995,17,7,5,Flow60,3.121275,9,3.888888888888889,8.666666666666666,220.88888888888889,37.44444444444444,3.0,8.333333333333334,333.3333333333333,1,1,1792.5999999999992,20.0,49.666666666666664
sell,964.9014446827262,881.58,1100.0,14.0,3541.75,1100,9300.0,-5758.25,17,7,5,Flow60,0.38083333333333336,15,8.6,12.933333333333334,160.0,29.866666666666667,6.666666666666667,11.0,266.6666666666667,1,1,1792.5999999999992,20.0,42.0
buy,821.0779727686357,842.54,1100.0,14.0,4444.32,1100,2400.0,2044.3200000000002,18,7,5,Flow60,1.8518,10,1.4,11.2,252.7,54.6,1.5,10.0,275.0,2,5,1646.8799999999997,11.0,51.75
sell,821.0779727686357,839.3399999999999,1100.0,14.0,5450.700000000001,1100,9300.0,-3849.2999999999997,18,7,5,Flow60,0.5860967741935484,14,8.785714285714286,12.642857142857142,199.28571428571428,31.785714285714285,9.0,13.666666666666666,166.66666666666666,2,5,1646.8799999999997,11.0,34.666666666666664
buy,999.8215254403169,828.63,1100.0,14.0,5260.39,1100,2400.0,2860.3900000000003,19,7,5,Flow60,2.191829166666667,10,2.6,11.2,278.0,45.4,1.0,11.0,333.3333333333333,2,4,1775.3600000000022,14.0,46.333333333333336
sell,999.8215254403169,806.6,1100.0,14.0,5225.83,1100,9300.0,-4074.1699999999996,19,7,5,Flow60,0.5619172043010753,12,8.0,10.916666666666666,166.58333333333334,32.25,7.0,12.0,266.6666666666667,2,4,1775.3600000000022,14.0,18.0
buy,1370.2785396235138,1148.32,1100.0,14.0,5583.92,1100,2400.0,3183.92,20,7,5,Flow60,2.3266333333333336,9,1.6666666666666667,11.222222222222221,261.77777777777777,47.44444444444444,3.0,12.0,325.0,4,4,2363.6000000000054,13.0,49.0
sell,1370.2785396235138,1109.25,1100.0,14.0,5011.12,1100,9300.0,-4288.88,20,7,5,Flow60,0.5388301075268818,11,8.636363636363637,11.272727272727273,136.36363636363637,40.90909090909091,7.75,10.5,175.0,4,4,2363.6000000000054,13.0,43.75
buy,731.5275597986897,685.8199999999999,1100.0,14.0,3962.8,1100,2400.0,1562.8000000000002,1,8,1,Flow60,1.6511666666666667,9,1.2222222222222223,9.0,164.44444444444446,29.0,0.6666666666666666,10.0,243.33333333333334,4,1,1395.1799999999998,38.0,38.0
sell,731.5275597986897,721.2,1100.0,14.0,3995.6600000000003,1100,9300.0,-5304.34,1,8,1,Flow60,0.4296408602150538,13,9.384615384615385,17.76923076923077,182.30769230769232,32.69230769230769,9.25,18.25,250.0,4,1,1395.1799999999998,38.0,39.5
buy,885.8566031838083,895.89,1100.0,14.0,6741.25,1100,2400.0,4341.25,2,8,1,Flow60,2.808854166666667,15,1.8,6.933333333333334,176.66666666666666,26.2,1.25,8.75,200.0,3,1,1629.269999999999,21.0,26.5
sell,885.8566031838083,945.8299999999999,1100.0,14.0,3065.73,1100,9300.0,-6234.27,2,8,1,Flow60,0.3296483870967742,15,10.333333333333334,16.4,149.33333333333334,26.666666666666668,8.75,17.25,250.0,3,1,1629.269999999999,21.0,26.0
buy,766.8404113122452,800.69,1100.0,14.0,5861.2300000000005,1100,2400.0,3461.2300000000005,3,8,1,Flow60,2.442179166666667,11,2.1818181818181817,7.454545454545454,141.8181818181818,33.0,2.0,8.666666666666666,173.33333333333334,1,2,1547.7599999999984,13.0,33.0
sell,766.8404113122452,800.0,1100.0,14.0,4062.0599999999995,1100,9300.0,-5237.9400000000005,3,8,1,Flow60,0.4367806451612903,10,11.4,15.4,175.2,31.9,9.333333333333334,14.0,200.0,1,2,1547.7599999999984,13.0,41.333333333333336
buy,847.6400112793681,941.05,1100.0,14.0,5051.75,1100,2400.0,2651.75,4,8,1,Flow60,2.1048958333333334,15,3.0,8.0,148.46666666666667,31.6,4.333333333333333,11.0,133.33333333333334,3,2,1652.6899999999991,23.0,36.333333333333336
sell,847.6400112793681,942.54,1100.0,14.0,5229.5,1100,9300.0,-4070.4999999999995,4,8,1,Flow60,0.5623118279569892,13,11.0,16.076923076923077,148.07692307692307,34.15384615384615,8.0,13.5,300.0,3,2,1652.6899999999991,23.0,51.0
buy,895.2691625240817,878.86,1200.0,6.0,5783.68,1200,8800.0,-3016.32,5,8,2,Flow60,0.6572363636363636,18,1.5555555555555556,6.666666666666667,249.72222222222223,28.444444444444443,2.0,7.5,200.0,6,5,1777.4200000000014,20.0,45.0
sell,895.2691625240817,894.05,1200.0,6.0,3320.5299999999997,1200,1900.0,1420.53,5,8,2,Flow60,1.7476473684210525,15,8.466666666666667,13.933333333333334,211.06666666666666,37.4,10.5,13.0,250.0,6,5,1777.4200000000014,20.0,34.0
buy,972.0767362968417,1021.05,1200.0,6.0,6847.52,1200,8800.0,-1952.48,6,8,2,Flow60,0.7781272727272728,14,1.3571428571428572,6.357142857142857,191.07142857142858,34.857142857142854,1.5,6.5,250.0,5,4,1985.9400000000026,17.0,42.0
sell,972.0767362968417,1029.52,1200.0,6.0,2141.8,1200,1900.0,241.8,6,8,2,Flow60,1.127263157894737,12,6.166666666666667,11.5,173.5,39.083333333333336,6.0,12.25,250.0,5,4,1985.9400000000026,17.0,32.0
buy,1161.083921652374,1168.22,1200.0,6.0,7218.5,1200,8800.0,-1581.5,7,8,2,Flow60,0.8202840909090909,13,1.8461538461538463,8.0,184.6153846153846,37.46153846153846,2.25,8.5,250.0,3,4,2292.24,8.0,48.75
sell,1161.083921652374,1198.02,1200.0,6.0,3192.79,1200,1900.0,1292.79,7,8,2,Flow60,1.6804157894736842,14,5.928571428571429,10.714285714285714,145.0,37.92857142857143,6.75,12.0,175.0,3,4,2292.24,8.0,29.25
buy,1133.5230033956539,1126.78,1200.0,6.0,7253.98,1200,8800.0,-1546.02,8,8,2,Flow60,0.824315909090909,13,2.0,8.461538461538462,201.53846153846155,33.69230769230769,1.25,8.5,287.5,6,4,2215.9000000000024,18.0,30.0
sell,1133.5230033956539,1143.77,1200.0,6.0,3200.17,1200,1900.0,1300.17,8,8,2,Flow60,1.6843000000000001,15,6.0,11.2,148.86666666666667,39.06666666666667,6.0,9.0,200.0,6,4,2215.9000000000024,18.0,35.0
buy,1309.8388729965593,1297.76,1500.0,9.0,7713.8,1500,6900.0,813.8,9,8,3,Flow60,1.1179420289855073,12,3.25,10.0,175.0,30.083333333333332,4.666666666666667,10.666666666666666,216.66666666666666,3,4,2555.0699999999993,25.0,27.0
sell,1309.8388729965593,1308.51,1500.0,9.0,4230.76,1500,6300.0,-2069.24,9,8,3,Flow60,0.6715492063492063,14,7.142857142857143,11.214285714285714,150.57142857142858,30.5,7.333333333333333,9.333333333333334,176.66666666666666,3,4,2555.0699999999993,25.0,35.333333333333336
buy,1261.991816800029,1205.93,1500.0,9.0,7016.66,1500,6900.0,116.66000000000031,10,8,3,Flow60,1.0169072463768116,15,2.8666666666666667,9.8,140.0,23.6,4.0,12.0,200.0,9,2,2498.179999999999,19.0,28.75
sell,1261.991816800029,1297.65,1500.0,9.0,3972.11,1500,6300.0,-2327.89,10,8,3,Flow60,0.6304936507936508,14,6.285714285714286,9.357142857142858,207.57142857142858,47.285714285714285,8.25,11.5,350.0,9,2,2498.179999999999,19.0,49.25
buy,1413.3586097549387,1453.31,1500.0,9.0,7792.67,1500,6900.0,892.6700000000001,11,8,3,Flow60,1.129372463768116,11,3.272727272727273,11.363636363636363,154.54545454545453,37.27272727272727,4.666666666666667,13.0,216.66666666666666,6,5,2804.190000000004,20.0,31.666666666666668
sell,1413.3586097549387,1434.16,1500.0,9.0,5132.29,1500,6300.0,-1167.71,11,8,3,Flow60,0.8146492063492063,12,6.833333333333333,10.833333333333334,169.41666666666666,45.0,7.25,9.5,287.5,6,5,2804.190000000004,20.0,44.5
buy,1251.273724440048,1304.27,1500.0,9.0,6717.630000000001,1500,6900.0,-182.3699999999995,12,8,3,Flow60,0.9735695652173915,11,3.1818181818181817,12.909090909090908,175.72727272727272,26.727272727272727,3.0,12.0,250.0,10,3,2453.5200000000023,15.0,28.25
sell,1251.273724440048,1242.4,1500.0,9.0,5058.29,1500,6300.0,-1241.7099999999998,12,8,3,Flow60,0.8029031746031746,14,8.357142857142858,11.571428571428571,226.85714285714286,52.357142857142854,8.0,9.5,250.0,10,3,2453.5200000000023,15.0,53.0
buy,1314.0113548514582,1337.33,1200.0,6.0,4515.200000000001,1200,8800.0,-4284.799999999999,13,8,4,Flow60,0.5130909090909092,19,2.526315789473684,9.789473684210526,142.10526315789474,25.94736842105263,3.2,13.0,150.0,6,4,2110.7200000000007,9.0,25.6
sell,1314.0113548514582,1356.55,1200.0,6.0,4990.8099999999995,1200,1900.0,3090.81,13,8,4,Flow60,2.6267421052631574,11,7.636363636363637,12.363636363636363,191.63636363636363,45.27272727272727,7.666666666666667,14.0,266.6666666666667,6,4,2110.7200000000007,9.0,56.0
buy,1290.0250038712113,1305.96,1200.0,6.0,7325.62,1200,8800.0,-1474.3799999999999,14,8,4,Flow60,0.8324568181818182,8,3.25,9.875,249.875,29.0,2.0,12.0,175.0,3,2,2542.110000000003,15.0,13.0
sell,1290.0250038712113,1317.9,1200.0,6.0,3243.29,1200,1900.0,1343.29,14,8,4,Flow60,1.7069947368421052,13,6.615384615384615,12.0,203.07692307692307,37.30769230769231,8.333333333333334,11.0,333.3333333333333,3,2,2542.110000000003,15.0,59.333333333333336
buy,1098.034626231973,1151.48,1200.0,6.0,6482.379999999999,1200,8800.0,-2317.6200000000003,15,8,4,Flow60,0.7366340909090908,13,5.153846153846154,9.846153846153847,207.69230769230768,24.384615384615383,3.6,9.4,260.0,7,2,2017.1399999999994,8.0,27.6
sell,1098.034626231973,1098.87,1200.0,6.0,3860.94,1200,1900.0,1960.94,15,8,4,Flow60,2.0320736842105265,17,8.352941176470589,11.823529411764707,146.76470588235293,40.705882352941174,7.75,11.5,225.0,7,2,2017.1399999999994,8.0,43.0
buy,1085.4671435605742,1138.01,1200.0,6.0,6692.639999999999,1200,8800.0,-2107.36,16,8,4,Flow60,0.7605272727272726,14,4.071428571428571,8.928571428571429,179.21428571428572,25.357142857142858,2.0,8.0,222.5,11,3,1959.3800000000008,15.0,14.75
sell,1085.4671435605742,1074.2,1200.0,6.0,3519.1000000000004,1200,1900.0,1619.1000000000001,16,8,4,Flow60,1.8521578947368422,16,7.75,11.1875,154.5,51.875,8.25,11.5,217.5,11,3,1959.3800000000008,15.0,52.0
buy,740.6196230614964,844.81,1100.0,14.0,6080.68,1100,2400.0,3680.6800000000003,17,8,5,Flow60,2.5336166666666666,14,4.214285714285714,10.285714285714286,127.85714285714286,27.214285714285715,5.5,12.5,175.0,6,2,1525.4499999999996,11.0,15.5
sell,740.6196230614964,823.0,1100.0,14.0,4515.37,1100,9300.0,-4784.63,17,8,5,Flow60,0.4855236559139785,9,9.333333333333334,13.777777777777779,222.22222222222223,51.888888888888886,8.333333333333334,14.333333333333334,300.0,6,2,1525.4499999999996,11.0,36.0
buy,963.682388889764,1083.75,1100.0,14.0,6751.12,1100,2400.0,4351.12,18,8,5,Flow60,2.8129666666666666,10,4.1,12.0,135.5,32.1,3.5,12.25,250.0,7,3,1998.110000000002,11.0,35.25
sell,963.682388889764,1023.39,1100.0,14.0,5047.47,1100,9300.0,-4252.53,18,8,5,Flow60,0.5427387096774193,14,10.928571428571429,14.571428571428571,221.42857142857142,40.642857142857146,9.5,14.5,250.0,7,3,1998.110000000002,11.0,50.5
buy,964.3990481718138,1033.07,1100.0,14.0,5828.12,1100,2400.0,3428.12,19,8,5,Flow60,2.428383333333333,9,2.111111111111111,11.0,155.55555555555554,35.888888888888886,3.5,12.25,212.5,8,3,1964.1100000000004,16.0,36.75
sell,964.3990481718138,991.3,1100.0,14.0,5472.39,1100,9300.0,-3827.6099999999997,19,8,5,Flow60,0.5884290322580645,17,10.588235294117647,15.117647058823529,153.1764705882353,40.94117647058823,9.25,13.75,250.0,8,3,1964.1100000000004,16.0,49.75
buy,1081.788831983967,1128.55,1100.0,14.0,6648.84,1100,2400.0,4248.84,20,8,5,Flow60,2.77035,13,3.076923076923077,11.23076923076923,121.92307692307692,34.61538461538461,2.75,10.25,112.5,7,4,2174.110000000004,13.0,22.25
sell,1081.788831983967,1071.0,1100.0,14.0,5285.7,1100,9300.0,-4014.3,20,8,5,Flow60,0.5683548387096774,14,9.857142857142858,15.071428571428571,150.0,35.785714285714285,7.666666666666667,13.0,266.6666666666667,7,4,2174.110000000004,13.0,46.333333333333336
buy,1017.0520427496522,1054.54,1100.0,14.0,4348.45,1100,2400.0,1948.4500000000003,1,9,1,Flow60,1.8118541666666665,9,5.777777777777778,11.222222222222221,188.22222222222223,30.0,4.0,12.0,283.3333333333333,0,0,1810.0700000000038,22.0,41.0
sell,1017.0520427496522,1057.32,1100.0,14.0,5868.47,1100,9300.0,-3431.53,1,9,1,Flow60,0.6310182795698925,12,13.416666666666666,17.416666666666668,199.33333333333334,15.916666666666666,7.0,11.5,400.0,0,0,1810.0700000000038,22.0,24.0
buy,686.4732981331144,703.81,1100.0,14.0,2846.0299999999997,1100,2400.0,446.03,2,9,1,Flow60,1.1858458333333333,10,8.2,12.3,242.0,37.8,10.0,11.5,350.0,0,0,1392.8999999999965,28.0,56.5
sell,686.4732981331144,683.91,1100.0,14.0,5953.490000000001,1100,9300.0,-3346.5099999999998,2,9,1,Flow60,0.6401602150537635,15,13.133333333333333,19.266666666666666,224.0,12.933333333333334,8.0,17.0,350.0,0,0,1392.8999999999965,28.0,21.0
buy,757.2309164822238,767.16,1100.0,14.0,2869.43,1100,2400.0,469.4299999999999,3,9,1,Flow60,1.1955958333333332,11,6.2727272727272725,10.454545454545455,153.36363636363637,30.818181818181817,7.0,12.333333333333334,266.6666666666667,0,1,1446.2300000000039,17.0,49.333333333333336
sell,757.2309164822238,752.36,1100.0,14.0,5409.4400000000005,1100,9300.0,-3890.56,3,9,1,Flow60,0.5816602150537635,13,12.384615384615385,18.153846153846153,255.15384615384616,20.23076923076923,10.0,17.0,300.0,0,1,1446.2300000000039,17.0,28.5
buy,995.5819742648218,1001.14,1100.0,14.0,3024.85,1100,2400.0,624.8499999999999,4,9,1,Flow60,1.2603541666666667,12,7.333333333333333,11.666666666666666,162.66666666666666,28.666666666666668,8.0,12.5,350.0,0,0,1855.1599999999964,11.0,56.5
sell,995.5819742648218,1028.04,1100.0,14.0,5771.53,1100,9300.0,-3528.47,4,9,1,Flow60,0.620594623655914,16,13.125,18.1875,180.0,20.1875,11.75,18.0,300.0,0,0,1855.1599999999964,11.0,17.25
buy,790.5530926056475,800.0,1200.0,6.0,2787.21,1200,8800.0,-6012.79,5,9,2,Flow60,0.3167284090909091,7,3.4285714285714284,9.857142857142858,235.71428571428572,27.571428571428573,6.0,9.75,375.0,0,0,1593.920000000002,12.0,40.25
sell,790.5530926056475,808.6,1200.0,6.0,6454.639999999999,1200,1900.0,4554.639999999999,5,9,2,Flow60,3.397178947368421,11,11.363636363636363,18.363636363636363,239.72727272727272,20.272727272727273,13.0,19.0,300.0,0,0,1593.920000000002,12.0,17.0
buy,936.6062496622931,799.3399999999999,1200.0,6.0,3748.7099999999996,1200,8800.0,-5051.29,6,9,2,Flow60,0.4259897727272727,13,5.153846153846154,8.076923076923077,295.46153846153845,28.76923076923077,6.5,9.5,350.0,0,0,1731.4500000000007,23.0,42.0
sell,936.6062496622931,797.4399999999999,1200.0,6.0,4959.93,1200,1900.0,3059.9300000000003,6,9,2,Flow60,2.610489473684211,16,8.9375,15.875,202.5625,26.125,9.5,17.0,400.0,0,0,1731.4500000000007,23.0,24.0
buy,1147.730569604693,1006.0899999999999,1200.0,6.0,2362.55,1200,8800.0,-6437.450000000001,7,9,2,Flow60,0.26847159090909095,12,3.8333333333333335,8.083333333333334,222.41666666666666,25.583333333333332,3.8,6.8,320.0,0,1,1858.9099999999992,10.0,29.2
sell,1147.730569604693,1015.24,1200.0,6.0,5949.049999999999,1200,1900.0,4049.0499999999997,7,9,2,Flow60,3.1310789473684206,15,9.466666666666667,15.266666666666667,200.46666666666667,27.866666666666667,9.0,20.0,300.0,0,1,1858.9099999999992,10.0,38.0
buy,843.9559039842372,792.3,1200.0,6.0,4816.34,1200,8800.0,-3983.66,8,9,2,Flow60,0.5473113636363637,18,4.0,8.333333333333334,200.88888888888889,33.22222222222222,6.0,10.333333333333334,266.6666666666667,0,1,1576.24,14.0,44.333333333333336
sell,843.9559039842372,837.5799999999999,1200.0,6.0,4112.3099999999995,1200,1900.0,2212.31,8,9,2,Flow60,2.164373684210526,11,8.454545454545455,15.363636363636363,214.54545454545453,35.54545454545455,7.333333333333333,14.0,366.6666666666667,0,1,1576.24,14.0,24.333333333333332
buy,1263.8343626625792,1159.73,1500.0,9.0,3974.62,1500,6900.0,-2925.38,9,9,3,Flow60,0.576031884057971,12,6.083333333333333,10.833333333333334,194.5,30.0,7.75,13.75,237.5,0,2,2336.779999999997,10.0,38.75
sell,1263.8343626625792,1170.93,1500.0,9.0,7097.5599999999995,1500,6300.0,797.5599999999998,9,9,3,Flow60,1.1265968253968253,20,10.8,16.25,185.5,30.25,9.5,15.25,275.0,0,2,2336.779999999997,10.0,28.5
buy,1160.45024556196,1188.08,1500.0,9.0,4511.26,1500,6900.0,-2388.74,10,9,3,Flow60,0.6538057971014493,11,5.545454545454546,10.272727272727273,203.63636363636363,27.90909090909091,8.25,12.25,275.0,0,2,2310.6900000000014,10.0,40.5
sell,1160.45024556196,1186.77,1500.0,9.0,6252.27,1500,6300.0,-47.729999999999905,10,9,3,Flow60,0.9924238095238096,14,10.642857142857142,15.571428571428571,234.78571428571428,34.142857142857146,9.5,14.75,300.0,0,2,2310.6900000000014,10.0,29.5
buy,1110.7290568371855,1042.72,1500.0,9.0,4853.67,1500,6900.0,-2046.3300000000004,11,9,3,Flow60,0.7034304347826087,11,5.909090909090909,10.363636363636363,233.45454545454547,34.72727272727273,7.0,11.25,275.0,0,3,2139.62,10.0,41.0
sell,1110.7290568371855,1068.8,1500.0,9.0,5927.64,1500,6300.0,-372.3600000000001,11,9,3,Flow60,0.9408952380952381,16,10.625,15.0,214.9375,23.8125,8.5,15.25,337.5,0,3,2139.62,10.0,28.0
buy,1050.583364859854,1065.08,1500.0,9.0,4370.93,1500,6900.0,-2529.07,12,9,3,Flow60,0.633468115942029,11,4.636363636363637,11.727272727272727,203.45454545454547,34.81818181818182,6.75,12.5,300.0,0,2,2115.199999999997,10.0,38.25
sell,1050.583364859854,1083.22,1500.0,9.0,6373.360000000001,1500,6300.0,73.3599999999999,12,9,3,Flow60,1.0116444444444446,13,11.153846153846153,15.461538461538462,188.3846153846154,19.846153846153847,9.25,15.75,325.0,0,2,2115.199999999997,10.0,25.75
buy,958.5550198675152,985.66,1200.0,6.0,4130.08,1200,8800.0,-4669.92,13,9,4,Flow60,0.4693272727272727,6,5.666666666666667,11.0,271.6666666666667,29.833333333333332,8.0,12.666666666666666,333.3333333333333,2,1,1936.2700000000027,10.0,34.0
